#Organism/Name	TaxID	BioProject Accession	BioProject ID	Group	SubGroup	Size (Mb)	GC%	Assembly Accession	Replicons	WGS	Scaffolds	Genes	Proteins	Release Date	Modify Date	Status	Center	BioSample Accession
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.4008	38.3735	GCA_001739075.1	chromosome I:CM005727.1; chromosome II:CM005728.1; chromosome III:CM005729.1; chromosome IV:CM005730.1; chromosome V:CM005731.1; chromosome VI:CM005732.1; chromosome VII:CM005733.1; chromosome VIII:CM005734.1; chromosome IX:CM005735.1; chromosome X:CM005736.1; chromosome XI:CM005737.1; chromosome XII:CM005738.1; chromosome XIII:CM005739.1; chromosome XIV:CM005740.1; chromosome XV:CM005741.1; chromosome XVI:CM005742.1	MBWP01	501	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190452
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2899	38.3928	GCA_001739095.1	chromosome I:CM005743.1; chromosome II:CM005744.1; chromosome III:CM005745.1; chromosome IV:CM005746.1; chromosome V:CM005747.1; chromosome VI:CM005748.1; chromosome VII:CM005749.1; chromosome VIII:CM005750.1; chromosome IX:CM005751.1; chromosome X:CM005752.1; chromosome XI:CM005753.1; chromosome XII:CM005754.1; chromosome XIII:CM005755.1; chromosome XIV:CM005756.1; chromosome XV:CM005757.1; chromosome XVI:CM005758.1	MBWQ01	482	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190451
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2866	38.3846	GCA_001739105.1	chromosome I:CM005759.1; chromosome II:CM005760.1; chromosome III:CM005761.1; chromosome IV:CM005762.1; chromosome V:CM005763.1; chromosome VI:CM005764.1; chromosome VII:CM005765.1; chromosome VIII:CM005766.1; chromosome IX:CM005767.1; chromosome X:CM005768.1; chromosome XI:CM005769.1; chromosome XII:CM005770.1; chromosome XIII:CM005771.1; chromosome XIV:CM005772.1; chromosome XV:CM005773.1; chromosome XVI:CM005774.1	MBWR01	505	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190450
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2237	38.5954	GCA_001739185.1	chromosome I:CM005775.1; chromosome II:CM005776.1; chromosome III:CM005777.1; chromosome IV:CM005778.1; chromosome V:CM005779.1; chromosome VI:CM005780.1; chromosome VII:CM005781.1; chromosome VIII:CM005782.1; chromosome IX:CM005783.1; chromosome X:CM005784.1; chromosome XI:CM005785.1; chromosome XII:CM005786.1; chromosome XIII:CM005787.1; chromosome XIV:CM005788.1; chromosome XV:CM005789.1; chromosome XVI:CM005790.1	MBWS01	214	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190449
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.293	38.4377	GCA_001739215.1	chromosome I:CM005791.1; chromosome II:CM005792.1; chromosome III:CM005793.1; chromosome IV:CM005794.1; chromosome V:CM005795.1; chromosome VI:CM005796.1; chromosome VII:CM005797.1; chromosome VIII:CM005798.1; chromosome IX:CM005799.1; chromosome X:CM005800.1; chromosome XI:CM005801.1; chromosome XII:CM005802.1; chromosome XIII:CM005803.1; chromosome XIV:CM005804.1; chromosome XV:CM005805.1; chromosome XVI:CM005806.1	MBWT01	490	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190448
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3623	38.4894	GCA_001739225.1	chromosome I:CM005807.1; chromosome II:CM005808.1; chromosome III:CM005809.1; chromosome IV:CM005810.1; chromosome V:CM005811.1; chromosome VI:CM005812.1; chromosome VII:CM005813.1; chromosome VIII:CM005814.1; chromosome IX:CM005815.1; chromosome X:CM005816.1; chromosome XI:CM005817.1; chromosome XII:CM005818.1; chromosome XIII:CM005819.1; chromosome XIV:CM005820.1; chromosome XV:CM005821.1; chromosome XVI:CM005822.1	MBWU01	563	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190447
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.4792	38.3615	GCA_001739235.1	chromosome I:CM005823.1; chromosome II:CM005824.1; chromosome III:CM005825.1; chromosome IV:CM005826.1; chromosome V:CM005827.1; chromosome VI:CM005828.1; chromosome VII:CM005829.1; chromosome VIII:CM005830.1; chromosome IX:CM005831.1; chromosome X:CM005832.1; chromosome XI:CM005833.1; chromosome XII:CM005834.1; chromosome XIII:CM005835.1; chromosome XIV:CM005836.1; chromosome XV:CM005837.1; chromosome XVI:CM005838.1	MBWV01	533	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190446
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1445	38.3835	GCA_001739305.1	chromosome I:CM005839.1; chromosome II:CM005840.1; chromosome III:CM005841.1; chromosome IV:CM005842.1; chromosome V:CM005843.1; chromosome VI:CM005844.1; chromosome VII:CM005845.1; chromosome VIII:CM005846.1; chromosome IX:CM005847.1; chromosome X:CM005848.1; chromosome XI:CM005849.1; chromosome XII:CM005850.1; chromosome XIII:CM005851.1; chromosome XIV:CM005852.1; chromosome XV:CM005853.1; chromosome XVI:CM005854.1	MBWW01	228	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190445
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1052	38.4096	GCA_001739335.1	chromosome I:CM005855.1; chromosome II:CM005856.1; chromosome III:CM005857.1; chromosome IV:CM005858.1; chromosome V:CM005859.1; chromosome VI:CM005860.1; chromosome VII:CM005861.1; chromosome VIII:CM005862.1; chromosome IX:CM005863.1; chromosome X:CM005864.1; chromosome XI:CM005865.1; chromosome XII:CM005866.1; chromosome XIII:CM005867.1; chromosome XIV:CM005868.1; chromosome XV:CM005869.1; chromosome XVI:CM005870.1	MBWX01	182	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190444
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1824	38.3889	GCA_001739345.1	chromosome I:CM005871.1; chromosome II:CM005872.1; chromosome III:CM005873.1; chromosome IV:CM005874.1; chromosome V:CM005875.1; chromosome VI:CM005876.1; chromosome VII:CM005877.1; chromosome VIII:CM005878.1; chromosome IX:CM005879.1; chromosome X:CM005880.1; chromosome XI:CM005881.1; chromosome XII:CM005882.1; chromosome XIII:CM005883.1; chromosome XIV:CM005884.1; chromosome XV:CM005885.1; chromosome XVI:CM005886.1	MBWY01	468	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190443
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2596	38.3464	GCA_001739355.1	chromosome I:CM005887.1; chromosome II:CM005888.1; chromosome III:CM005889.1; chromosome IV:CM005890.1; chromosome V:CM005891.1; chromosome VI:CM005892.1; chromosome VII:CM005893.1; chromosome VIII:CM005894.1; chromosome IX:CM005895.1; chromosome X:CM005896.1; chromosome XI:CM005897.1; chromosome XII:CM005898.1; chromosome XIII:CM005899.1; chromosome XIV:CM005900.1; chromosome XV:CM005901.1; chromosome XVI:CM005902.1	MBWZ01	537	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190442
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3427	38.3464	GCA_001739425.1	chromosome I:CM005903.1; chromosome II:CM005904.1; chromosome III:CM005905.1; chromosome IV:CM005906.1; chromosome V:CM005907.1; chromosome VI:CM005908.1; chromosome VII:CM005909.1; chromosome VIII:CM005910.1; chromosome IX:CM005911.1; chromosome X:CM005912.1; chromosome XI:CM005913.1; chromosome XII:CM005914.1; chromosome XIII:CM005915.1; chromosome XIV:CM005916.1; chromosome XV:CM005917.1; chromosome XVI:CM005918.1	MBXA01	497	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190441
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2055	38.383	GCA_001739455.1	chromosome I:CM005919.1; chromosome II:CM005920.1; chromosome III:CM005921.1; chromosome IV:CM005922.1; chromosome V:CM005923.1; chromosome VI:CM005924.1; chromosome VII:CM005925.1; chromosome VIII:CM005926.1; chromosome IX:CM005927.1; chromosome X:CM005928.1; chromosome XI:CM005929.1; chromosome XII:CM005930.1; chromosome XIII:CM005931.1; chromosome XIV:CM005932.1; chromosome XV:CM005933.1; chromosome XVI:CM005934.1	MBXB01	406	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190440
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1924	38.3892	GCA_001739475.1	chromosome I:CM005935.1; chromosome II:CM005936.1; chromosome III:CM005937.1; chromosome IV:CM005938.1; chromosome V:CM005939.1; chromosome VI:CM005940.1; chromosome VII:CM005941.1; chromosome VIII:CM005942.1; chromosome IX:CM005943.1; chromosome X:CM005944.1; chromosome XI:CM005945.1; chromosome XII:CM005946.1; chromosome XIII:CM005947.1; chromosome XIV:CM005948.1; chromosome XV:CM005949.1; chromosome XVI:CM005950.1	MBXC01	402	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190439
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1545	38.3604	GCA_001739495.1	chromosome I:CM005951.1; chromosome II:CM005952.1; chromosome III:CM005953.1; chromosome IV:CM005954.1; chromosome V:CM005955.1; chromosome VI:CM005956.1; chromosome VII:CM005957.1; chromosome VIII:CM005958.1; chromosome IX:CM005959.1; chromosome X:CM005960.1; chromosome XI:CM005961.1; chromosome XII:CM005962.1; chromosome XIII:CM005963.1; chromosome XIV:CM005964.1; chromosome XV:CM005965.1; chromosome XVI:CM005966.1	MBXD01	389	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190438
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1878	38.357	GCA_001739545.1	chromosome I:CM005967.1; chromosome II:CM005968.1; chromosome III:CM005969.1; chromosome IV:CM005970.1; chromosome V:CM005971.1; chromosome VI:CM005972.1; chromosome VII:CM005973.1; chromosome VIII:CM005974.1; chromosome IX:CM005975.1; chromosome X:CM005976.1; chromosome XI:CM005977.1; chromosome XII:CM005978.1; chromosome XIII:CM005979.1; chromosome XIV:CM005980.1; chromosome XV:CM005981.1; chromosome XVI:CM005982.1	MBXE01	400	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190437
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2068	38.3629	GCA_001739575.1	chromosome I:CM005983.1; chromosome II:CM005984.1; chromosome III:CM005985.1; chromosome IV:CM005986.1; chromosome V:CM005987.1; chromosome VI:CM005988.1; chromosome VII:CM005989.1; chromosome VIII:CM005990.1; chromosome IX:CM005991.1; chromosome X:CM005992.1; chromosome XI:CM005993.1; chromosome XII:CM005994.1; chromosome XIII:CM005995.1; chromosome XIV:CM005996.1; chromosome XV:CM005997.1; chromosome XVI:CM005998.1	MBXF01	430	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190436
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1134	38.3506	GCA_001739595.1	chromosome I:CM005999.1; chromosome II:CM006000.1; chromosome III:CM006001.1; chromosome IV:CM006002.1; chromosome V:CM006003.1; chromosome VI:CM006004.1; chromosome VII:CM006005.1; chromosome VIII:CM006006.1; chromosome IX:CM006007.1; chromosome X:CM006008.1; chromosome XI:CM006009.1; chromosome XII:CM006010.1; chromosome XIII:CM006011.1; chromosome XIV:CM006012.1; chromosome XV:CM006013.1; chromosome XVI:CM006014.1	MBXG01	334	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190435
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3263	38.4149	GCA_001739625.1	chromosome I:CM006015.1; chromosome II:CM006016.1; chromosome III:CM006017.1; chromosome IV:CM006018.1; chromosome V:CM006019.1; chromosome VI:CM006020.1; chromosome VII:CM006021.1; chromosome VIII:CM006022.1; chromosome IX:CM006023.1; chromosome X:CM006024.1; chromosome XI:CM006025.1; chromosome XII:CM006026.1; chromosome XIII:CM006027.1; chromosome XIV:CM006028.1; chromosome XV:CM006029.1; chromosome XVI:CM006030.1	MBXH01	542	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190434
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.0216	38.3276	GCA_001739665.1	chromosome I:CM006031.1; chromosome II:CM006032.1; chromosome III:CM006033.1; chromosome IV:CM006034.1; chromosome V:CM006035.1; chromosome VI:CM006036.1; chromosome VII:CM006037.1; chromosome VIII:CM006038.1; chromosome IX:CM006039.1; chromosome X:CM006040.1; chromosome XI:CM006041.1; chromosome XII:CM006042.1; chromosome XIII:CM006043.1; chromosome XIV:CM006044.1; chromosome XV:CM006045.1; chromosome XVI:CM006046.1	MBXI01	317	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190433
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.0274	38.3791	GCA_001739695.1	chromosome I:CM006047.1; chromosome II:CM006048.1; chromosome III:CM006049.1; chromosome IV:CM006050.1; chromosome V:CM006051.1; chromosome VI:CM006052.1; chromosome VII:CM006053.1; chromosome VIII:CM006054.1; chromosome IX:CM006055.1; chromosome X:CM006056.1; chromosome XI:CM006057.1; chromosome XII:CM006058.1; chromosome XIII:CM006059.1; chromosome XIV:CM006060.1; chromosome XV:CM006061.1; chromosome XVI:CM006062.1	MBXJ01	331	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190432
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	11.993	38.4285	GCA_001739705.1	chromosome I:CM006063.1; chromosome II:CM006064.1; chromosome III:CM006065.1; chromosome IV:CM006066.1; chromosome V:CM006067.1; chromosome VI:CM006068.1; chromosome VII:CM006069.1; chromosome VIII:CM006070.1; chromosome IX:CM006071.1; chromosome X:CM006072.1; chromosome XI:CM006073.1; chromosome XII:CM006074.1; chromosome XIII:CM006075.1; chromosome XIV:CM006076.1; chromosome XV:CM006077.1; chromosome XVI:CM006078.1	MBXK01	178	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190431
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2686	38.4153	GCA_001739735.1	chromosome I:CM006079.1; chromosome II:CM006080.1; chromosome III:CM006081.1; chromosome IV:CM006082.1; chromosome V:CM006083.1; chromosome VI:CM006084.1; chromosome VII:CM006085.1; chromosome VIII:CM006086.1; chromosome IX:CM006087.1; chromosome X:CM006088.1; chromosome XI:CM006089.1; chromosome XII:CM006090.1; chromosome XIII:CM006091.1; chromosome XIV:CM006092.1; chromosome XV:CM006093.1; chromosome XVI:CM006094.1	MBXL01	478	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190430
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	11.9066	38.4178	GCA_001739775.1	chromosome I:CM006095.1; chromosome II:CM006096.1; chromosome III:CM006097.1; chromosome IV:CM006098.1; chromosome V:CM006099.1; chromosome VI:CM006100.1; chromosome VII:CM006101.1; chromosome VIII:CM006102.1; chromosome IX:CM006103.1; chromosome X:CM006104.1; chromosome XI:CM006105.1; chromosome XII:CM006106.1; chromosome XIII:CM006107.1; chromosome XIV:CM006108.1; chromosome XV:CM006109.1; chromosome XVI:CM006110.1	MBXM01	157	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190429
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1821	38.4129	GCA_001739815.1	chromosome I:CM006111.1; chromosome II:CM006112.1; chromosome III:CM006113.1; chromosome IV:CM006114.1; chromosome V:CM006115.1; chromosome VI:CM006116.1; chromosome VII:CM006117.1; chromosome VIII:CM006118.1; chromosome IX:CM006119.1; chromosome X:CM006120.1; chromosome XI:CM006121.1; chromosome XII:CM006122.1; chromosome XIII:CM006123.1; chromosome XIV:CM006124.1; chromosome XV:CM006125.1; chromosome XVI:CM006126.1	MBXN01	438	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190428
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.174	38.3311	GCA_001739825.1	chromosome I:CM006127.1; chromosome II:CM006128.1; chromosome III:CM006129.1; chromosome IV:CM006130.1; chromosome V:CM006131.1; chromosome VI:CM006132.1; chromosome VII:CM006133.1; chromosome VIII:CM006134.1; chromosome IX:CM006135.1; chromosome X:CM006136.1; chromosome XI:CM006137.1; chromosome XII:CM006138.1; chromosome XIII:CM006139.1; chromosome XIV:CM006140.1; chromosome XV:CM006141.1; chromosome XVI:CM006142.1	MBXO01	443	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190427
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.0982	38.3873	GCA_001739845.1	chromosome I:CM006143.1; chromosome II:CM006144.1; chromosome III:CM006145.1; chromosome IV:CM006146.1; chromosome V:CM006147.1; chromosome VI:CM006148.1; chromosome VII:CM006149.1; chromosome VIII:CM006150.1; chromosome IX:CM006151.1; chromosome X:CM006152.1; chromosome XI:CM006153.1; chromosome XII:CM006154.1; chromosome XIII:CM006155.1; chromosome XIV:CM006156.1; chromosome XV:CM006157.1; chromosome XVI:CM006158.1	MBXP01	402	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190426
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2899	38.3546	GCA_001739865.1	chromosome I:CM006159.1; chromosome II:CM006160.1; chromosome III:CM006161.1; chromosome IV:CM006162.1; chromosome V:CM006163.1; chromosome VI:CM006164.1; chromosome VII:CM006165.1; chromosome VIII:CM006166.1; chromosome IX:CM006167.1; chromosome X:CM006168.1; chromosome XI:CM006169.1; chromosome XII:CM006170.1; chromosome XIII:CM006171.1; chromosome XIV:CM006172.1; chromosome XV:CM006173.1; chromosome XVI:CM006174.1	MBXQ01	575	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190425
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3228	38.3777	GCA_001739935.1	chromosome I:CM006175.1; chromosome II:CM006176.1; chromosome III:CM006177.1; chromosome IV:CM006178.1; chromosome V:CM006179.1; chromosome VI:CM006180.1; chromosome VII:CM006181.1; chromosome VIII:CM006182.1; chromosome IX:CM006183.1; chromosome X:CM006184.1; chromosome XI:CM006185.1; chromosome XII:CM006186.1; chromosome XIII:CM006187.1; chromosome XIV:CM006188.1; chromosome XV:CM006189.1; chromosome XVI:CM006190.1	MBXR01	422	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190424
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3958	38.3484	GCA_001739945.1	chromosome I:CM006191.1; chromosome II:CM006192.1; chromosome III:CM006193.1; chromosome IV:CM006194.1; chromosome V:CM006195.1; chromosome VI:CM006196.1; chromosome VII:CM006197.1; chromosome VIII:CM006198.1; chromosome IX:CM006199.1; chromosome X:CM006200.1; chromosome XI:CM006201.1; chromosome XII:CM006202.1; chromosome XIII:CM006203.1; chromosome XIV:CM006204.1; chromosome XV:CM006205.1; chromosome XVI:CM006206.1	MBXS01	547	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190423
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2688	38.3369	GCA_001739965.1	chromosome I:CM006207.1; chromosome II:CM006208.1; chromosome III:CM006209.1; chromosome IV:CM006210.1; chromosome V:CM006211.1; chromosome VI:CM006212.1; chromosome VII:CM006213.1; chromosome VIII:CM006214.1; chromosome IX:CM006215.1; chromosome X:CM006216.1; chromosome XI:CM006217.1; chromosome XII:CM006218.1; chromosome XIII:CM006219.1; chromosome XIV:CM006220.1; chromosome XV:CM006221.1; chromosome XVI:CM006222.1	MBXT01	416	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190422
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.2727	38.4179	GCA_001739995.1	chromosome I:CM006223.1; chromosome II:CM006224.1; chromosome III:CM006225.1; chromosome IV:CM006226.1; chromosome V:CM006227.1; chromosome VI:CM006228.1; chromosome VII:CM006229.1; chromosome VIII:CM006230.1; chromosome IX:CM006231.1; chromosome X:CM006232.1; chromosome XI:CM006233.1; chromosome XII:CM006234.1; chromosome XIII:CM006235.1; chromosome XIV:CM006236.1; chromosome XV:CM006237.1; chromosome XVI:CM006238.1	MBXU01	495	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190421
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.3837	38.3635	GCA_001740055.1	chromosome I:CM006239.1; chromosome II:CM006240.1; chromosome III:CM006241.1; chromosome IV:CM006242.1; chromosome V:CM006243.1; chromosome VI:CM006244.1; chromosome VII:CM006245.1; chromosome VIII:CM006246.1; chromosome IX:CM006247.1; chromosome X:CM006248.1; chromosome XI:CM006249.1; chromosome XII:CM006250.1; chromosome XIII:CM006251.1; chromosome XIV:CM006252.1; chromosome XV:CM006253.1; chromosome XVI:CM006254.1	MBXV01	398	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190420
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.1529	38.3721	GCA_001740075.1	chromosome I:CM006255.1; chromosome II:CM006256.1; chromosome III:CM006257.1; chromosome IV:CM006258.1; chromosome V:CM006259.1; chromosome VI:CM006260.1; chromosome VII:CM006261.1; chromosome VIII:CM006262.1; chromosome IX:CM006263.1; chromosome X:CM006264.1; chromosome XI:CM006265.1; chromosome XII:CM006266.1; chromosome XIII:CM006267.1; chromosome XIV:CM006268.1; chromosome XV:CM006269.1; chromosome XVI:CM006270.1	MBXW01	395	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190419
Saccharomyces cerevisiae	4932	PRJNA323691	323691	Fungi	Ascomycetes	12.342	38.4271	GCA_001740095.1	chromosome I:CM006271.1; chromosome II:CM006272.1; chromosome III:CM006273.1; chromosome IV:CM006274.1; chromosome V:CM006275.1; chromosome VI:CM006276.1; chromosome VII:CM006277.1; chromosome VIII:CM006278.1; chromosome IX:CM006279.1; chromosome X:CM006280.1; chromosome XI:CM006281.1; chromosome XII:CM006282.1; chromosome XIII:CM006283.1; chromosome XIV:CM006284.1; chromosome XV:CM006285.1; chromosome XVI:CM006286.1	MBXX01	566	-	-	2016/09/12	2016/09/21	Chromosome	VIB/KULeuven	SAMN05190418
